kind,id,title,views,updated,primary_job,primary_subjob,secondary,stages,content_type,outdated,outdated_reason,why,url
post,4592594,"Podcasts for Parents, Teachers, and Liberators, a list of recommendations",41,2022-02-22,Enroll and welcome families,Family education and Montessori 101,"Liberation, equity, and anti-bias work",startup; open,directory,False,,"Curated podcast recommendations for family education, parenting, and liberation.",https://connected.wildflowerschools.org/posts/4592594-podcasts-for-parents-teachers-and-liberators-a-list-of-recommendations
post,4569242,News Article: Montessori Children Often Turn into Happy Adults  (Psychology Today),24,2022-02-22,Enroll and welcome families,Family education and Montessori 101,Wildflower in the news,discovery; visioning; planning; startup; open,news,False,,Article for sharing Montessori perspectives and family education resources.,https://connected.wildflowerschools.org/posts/4569242-news-article-montessori-children-often-turn-into-happy-adults-psychology-today
post,4531009,Montessori vs. Conventional (Montessori 101),17,2022-02-22,Enroll and welcome families,Family education and Montessori 101,"Montessori practice, observation, and assessment",visioning; startup; open,training,False,,Montessori 101 presentation comparing Montessori and conventional education for families and partners.,https://connected.wildflowerschools.org/posts/4531009-montessori-vs-conventional-montessori-101
post,4531015,Montessori vs. Convention (Montessori 101) en Español,12,2022-02-22,Enroll and welcome families,Family education and Montessori 101,"Montessori practice, observation, and assessment",startup; open,training,False,,Spanish Montessori 101 presentation for educating enrolled and prospective families.,https://connected.wildflowerschools.org/posts/4531015-montessori-vs-convention-montessori-101-en-espanol
post,4527281,Infant's Physical Development brochure,9,2022-02-22,Enroll and welcome families,Family education and Montessori 101,,startup; open,link,False,,Parent-education brochure on infant physical-development milestones.,https://connected.wildflowerschools.org/posts/4527281-infant-s-physical-development-brochure
post,4396627,Enrollment Agreement Form,179,2022-02-22,Enroll and welcome families,Enrollment agreements and forms,,planning; startup; open,template,False,,Template enrollment agreement for charter pre-K and independent schools.,https://connected.wildflowerschools.org/posts/4396627-enrollment-agreement-form
post,4929795,Wildflower Sensible Default Applications on Transparent Classroom,107,2023-01-24,Enroll and welcome families,Enrollment agreements and forms,Transparent Classroom,startup; open,template,False,,"Sensible default enrollment application templates for independent and charter schools, including Spanish and income questions.",https://connected.wildflowerschools.org/posts/4929795-wildflower-sensible-default-applications-on-transparent-classroom
post,4560228,School Photo & Media Release Form,67,2023-01-24,Enroll and welcome families,Enrollment agreements and forms,"Transparent Classroom; Website, social media, and online ads",startup; open,template,False,,"Photo and media consent form for families, available through Transparent Classroom.",https://connected.wildflowerschools.org/posts/4560228-school-photo-media-release-form
post,4396633,Before and After Care Enrollment Form,62,2021-07-27,Enroll and welcome families,Enrollment agreements and forms,"Family communications (accepted, waitlist, re-enrollment)",startup; open,template,False,,Enrollment contract template for before- and after-care programs.,https://connected.wildflowerschools.org/posts/4396633-before-and-after-care-enrollment-form
post,4396656,Charter K-12 Enrollment Forms (English),37,2021-07-27,Enroll and welcome families,Enrollment agreements and forms,Charter-specific compliance,startup; open,template,False,,Enrollment form template for charter school families after the lottery.,https://connected.wildflowerschools.org/posts/4396656-charter-k-12-enrollment-forms-english
post,4396637,Acuerdo de Matrícula (enrollment contract),37,2022-01-25,Enroll and welcome families,Enrollment agreements and forms,"Family communications (accepted, waitlist, re-enrollment); Charter-specific compliance",planning; startup; open,template,False,,Spanish enrollment contract template for charter and independent schools.,https://connected.wildflowerschools.org/posts/4396637-acuerdo-de-matricula-enrollment-contract
post,4396666,Charter K-12 Enrollment Forms (Spanish),34,2021-08-02,Enroll and welcome families,Enrollment agreements and forms,Charter-specific compliance,planning; startup,template,False,,Spanish enrollment form template for charter K–12 students after the lottery.,https://connected.wildflowerschools.org/posts/4396666-charter-k-12-enrollment-forms-spanish
post,4395976,Guidance related to 2020-21 Enrollment Contracts (COVID response),27,2022-02-22,Enroll and welcome families,Enrollment agreements and forms,"Family communications (accepted, waitlist, re-enrollment); COVID-era guidance",startup; open,template,True,COVID-era guidance for 2020–21 enrollment contracts has been superseded by current enrollment practices.,COVID-era enrollment contract amendment guidance and template for families.,https://connected.wildflowerschools.org/posts/4395976-guidance-related-to-2020-21-enrollment-contracts-covid-response
post,4396648,"Formulario de Matrícula para Cuido Antes y Después del Horario Escolar Regular
(Before and after care enrollment form)",25,2021-07-27,Enroll and welcome families,Enrollment agreements and forms,,startup; open,template,False,,Spanish enrollment form for before- and after-school care.,https://connected.wildflowerschools.org/posts/4396648-formulario-de-matricula-para-cuido-antes-y-despues-del-horario-escolar-regular-
post,4589288,Formulario de Matrícula para Cuido Antes y Después del Horario Escolar Regular,17,2022-01-25,Enroll and welcome families,Enrollment agreements and forms,,startup; open,template,False,,Spanish enrollment form for families using before- and after-school care.,https://connected.wildflowerschools.org/posts/4589288-formulario-de-matricula-para-cuido-antes-y-despues-del-horario-escolar-regular
post,4589273,Acuerdo de Matrícula,6,2022-01-25,Enroll and welcome families,Enrollment agreements and forms,"Family communications (accepted, waitlist, re-enrollment)",startup; open,template,False,,"Spanish enrollment contract template for families, including COVID-era stipulations.",https://connected.wildflowerschools.org/posts/4589273-acuerdo-de-matricula
post,4560248,Snapdragon Parent Handbook,207,2021-12-21,Enroll and welcome families,Family handbooks,Enrollment agreements and forms; Family education and Montessori 101,startup; open,example,False,,Example parent handbook for a Massachusetts toddler program.,https://connected.wildflowerschools.org/posts/4560248-snapdragon-parent-handbook
post,4770402,Magnolia Blossom Family Handbook,179,2022-08-03,Enroll and welcome families,Family handbooks,"Family communications (accepted, waitlist, re-enrollment); Family education and Montessori 101",startup; open,example,False,,Example family handbook from Magnolia Blossom covering enrollment communications and school expectations.,https://connected.wildflowerschools.org/posts/4770402-magnolia-blossom-family-handbook
post,4560255,Wild Rose Family Handbook,165,2021-12-21,Enroll and welcome families,Family handbooks,"Family communications (accepted, waitlist, re-enrollment); Family education and Montessori 101",startup; open,example,True,This is a 2021–2022 family handbook and is a dated school-year example.,Example family handbook from Wild Rose for adapting enrollment policies and family guidance.,https://connected.wildflowerschools.org/posts/4560255-wild-rose-family-handbook
post,4560250,Snowdrop Parent Handbook,118,2022-01-10,Enroll and welcome families,Family handbooks,"Enrollment agreements and forms; Safety, health, and compliance policies",startup; open,example,True,This is a 2017 version of a parent handbook and is a past snapshot.,Example Massachusetts toddler parent handbook from Snowdrop.,https://connected.wildflowerschools.org/posts/4560250-snowdrop-parent-handbook
post,4560253,Sweet Pea Family Handbook,108,2021-12-21,Enroll and welcome families,Family handbooks,"Enrollment agreements and forms; Safety, health, and compliance policies",startup; open,example,False,,"Example family handbook from a Minnesota Wildflower school, useful for adapting enrollment information and school policies.",https://connected.wildflowerschools.org/posts/4560253-sweet-pea-family-handbook
post,4544326,Introduction to Bookkeeping + Resources,273,2024-02-19,"Budget, tuition, and finances","Bookkeeping, QuickBooks, and chart of accounts",Building and using your budget,planning; startup; open,guide,False,,"Introduction to school bookkeeping, QuickBooks, transaction recording, and bookkeeper responsibilities.",https://connected.wildflowerschools.org/posts/4544326-introduction-to-bookkeeping-resources
post,5333705,"QBO Basics - ""How to"" Recommendations by Wildflower",243,2024-02-19,"Budget, tuition, and finances","Bookkeeping, QuickBooks, and chart of accounts",Building and using your budget,planning; startup; open,training,False,,"QuickBooks tutorials cover setup, budgeting, financial reports, and parent invoicing.",https://connected.wildflowerschools.org/posts/5333705-qbo-basics-how-to-recommendations-by-wildflower
post,4544376,Wildflower Chart of Accounts,94,2021-12-06,"Budget, tuition, and finances","Bookkeeping, QuickBooks, and chart of accounts",Building and using your budget,planning; startup; open,guide,False,,"Shared chart of accounts for bookkeeping, budgets, loan applications, and board reports.",https://connected.wildflowerschools.org/posts/4544376-wildflower-chart-of-accounts
post,4544330,Bookkeeping Glossary/Definitions,67,2021-12-06,"Budget, tuition, and finances","Bookkeeping, QuickBooks, and chart of accounts",Vocabulary and definitions,planning; startup; open,guide,False,,Glossary defining bookkeeping and accounting terms for school finance work.,https://connected.wildflowerschools.org/posts/4544330-bookkeeping-glossary-definitions
post,4612223,School Startup Budget Tools,446,2023-02-02,"Budget, tuition, and finances",Building and using your budget,What it costs to start and open; How the School Startup Journey works,visioning; planning; startup; open,guide,False,,Guidance and exercises for building a Wildflower school budget across the School Startup Journey.,https://connected.wildflowerschools.org/posts/4612223-school-startup-budget-tools
post,4989772,Sample School Board Budget Summary - Annual Budget - Existing Independent Schools,220,2025-06-16,"Budget, tuition, and finances",Building and using your budget,"Meetings: agendas, minutes, notice, first four meetings",open,template,False,,"Sample board-facing summary for presenting an annual school budget, risks, and financial levers.",https://connected.wildflowerschools.org/posts/4989772-sample-school-board-budget-summary-annual-budget-existing-independent-schools
post,4420775,5 Big Levers in a Wildflower School Budget,205,2021-08-16,"Budget, tuition, and finances",Building and using your budget,What it costs to start and open,planning; startup; open,training,False,,Training on the key budget levers that shape a Wildflower school’s finances.,https://connected.wildflowerschools.org/posts/4420775-5-big-levers-in-a-wildflower-school-budget
post,5019960,Template Business Plan for Wildflower Schools,189,2023-03-30,"Budget, tuition, and finances",Building and using your budget,"What it costs to start and open; Leases, guaranties, and legal review",visioning; planning; startup,template,False,,Business plan templates for estimating school costs and supporting funding or lease applications.,https://connected.wildflowerschools.org/posts/5019960-template-business-plan-for-wildflower-schools
post,4989785,Sample School Board Budget Summary - New Independent Schools - Multi-year,153,2025-09-02,"Budget, tuition, and finances",Building and using your budget,"Meetings: agendas, minutes, notice, first four meetings",planning; startup,example,False,,Sample multi-year budget summary for explaining financial levers and risks to the board.,https://connected.wildflowerschools.org/posts/4989785-sample-school-board-budget-summary-new-independent-schools-multi-year
post,4537747,Budget Planning Exercises,150,2023-04-21,"Budget, tuition, and finances",Building and using your budget,What it costs to start and open,planning; startup; open,template,False,,"Exercises for modeling enrollment, revenue, staffing, compensation, and facilities in a school budget.",https://connected.wildflowerschools.org/posts/4537747-budget-planning-exercises
post,4537916,Using your financial data to make budget decisions WEBINAR,82,2022-02-22,"Budget, tuition, and finances",Building and using your budget,Financial aid and subsidies,planning; startup; open,training,True,Recorded webinar from November 2021 with dated financial guidance.,Webinar on using budget data to make spending decisions without immediately cutting salaries or financial aid.,https://connected.wildflowerschools.org/posts/4537916-using-your-financial-data-to-make-budget-decisions-webinar
post,4420882,Building a Wildflower School Budget Overview,63,2022-02-15,"Budget, tuition, and finances",Building and using your budget,What it costs to start and open,planning; startup; open,training,False,,Overview training on building and using a Wildflower school budget.,https://connected.wildflowerschools.org/posts/4420882-building-a-wildflower-school-budget-overview
post,4432285,"De-mystifying Finance for Wildflower Schools, Recorded ETL Gathering ",46,2022-02-22,"Budget, tuition, and finances",Building and using your budget,"How the School Startup Journey works; Past gatherings, session notes, and dated reports",planning; startup; open,training,False,,Recorded training that demystifies core financial concepts for emerging Wildflower school leaders.,https://connected.wildflowerschools.org/posts/4432285-de-mystifying-finance-for-wildflower-schools-recorded-etl-gathering
post,4594746,Minnesota Wildflower Montessori School (MWMS): Charter Finance Board Training Slides,42,2022-02-22,"Budget, tuition, and finances",Building and using your budget,"Board health, reflection, and training; Charter-specific compliance",planning; open,training,True,Dated 2021 training materials may no longer reflect current finance or charter guidance.,Training slides on charter-school budgeting and finance operations for the Minnesota school board.,https://connected.wildflowerschools.org/posts/4594746-minnesota-wildflower-montessori-school-mwms-charter-finance-board-training-slid
post,5920980,Business Plan Worksheet,33,2026-01-15,"Budget, tuition, and finances",Building and using your budget,"Meetings: agendas, minutes, notice, first four meetings; Fundraising campaigns and donor communications",visioning; planning; startup; open,template,False,,Worksheet for boards to discuss and document a school’s long-term operating plan and financial sustainability.,https://connected.wildflowerschools.org/posts/5920980-business-plan-worksheet
post,5640131,Sample School Board Budget Summary - Existing Charter School,27,2025-09-02,"Budget, tuition, and finances",Building and using your budget,"Meetings: agendas, minutes, notice, first four meetings",open,example,False,,Sample annual budget summary for explaining financial levers and risks to an existing school’s board.,https://connected.wildflowerschools.org/posts/5640131-sample-school-board-budget-summary-existing-charter-school
post,5640141,Sample School Board Budget Summary - New Charter Schools - Multi-year,24,2025-09-02,"Budget, tuition, and finances",Building and using your budget,"Meetings: agendas, minutes, notice, first four meetings; Charter-specific compliance",planning; startup; open,example,False,,Sample multi-year budget summary for presenting key financial levers and risks to a school board.,https://connected.wildflowerschools.org/posts/5640141-sample-school-board-budget-summary-new-charter-schools-multi-year
post,4639871,FAST: a Tuition Determination / Financial Aid Assessment Platform ,147,2022-07-12,"Budget, tuition, and finances",Financial aid and subsidies,Setting tuition and flexible tuition; Vendors and network discounts,planning; startup; open,directory,False,,"Overview of FAST, a third-party platform for determining flexible tuition and financial aid.",https://connected.wildflowerschools.org/posts/4639871-fast-a-tuition-determination-financial-aid-assessment-platform
post,4756196,Minnesota School Funding Streams,108,2022-07-19,"Budget, tuition, and finances",Financial aid and subsidies,Outside grants and grant writing; Licensing by state,planning; startup; open,guide,False,,Minnesota-specific guidance on accessing CCAP subsidies and other school funding streams for eligible families.,https://connected.wildflowerschools.org/posts/4756196-minnesota-school-funding-streams
post,4425988,Student Scholarship [Resources] Platforms and Application Template,102,2022-02-22,"Budget, tuition, and finances",Financial aid and subsidies,Enrollment agreements and forms,planning; startup; open,template,False,,Scholarship management platforms and a tuition scholarship application template.,https://connected.wildflowerschools.org/posts/4425988-student-scholarship-resources-platforms-and-application-template
post,4697236,Financial Assistance Process Example from Sweet Pea Montessori,90,2022-05-17,"Budget, tuition, and finances",Financial aid and subsidies,Enrollment agreements and forms,planning; startup; open,example,False,,"Example financial assistance application process, eligibility thresholds, and tuition discounts.",https://connected.wildflowerschools.org/posts/4697236-financial-assistance-process-example-from-sweet-pea-montessori
post,4697237,Financial Aid Process Example and Award Letter Template from River Montessori High School,61,2024-03-11,"Budget, tuition, and finances",Financial aid and subsidies,Enrollment agreements and forms; Setting tuition and flexible tuition,planning; startup; open,example,False,,"Example financial aid calculations, application materials, and an award letter template from another Montessori school.",https://connected.wildflowerschools.org/posts/4697237-financial-aid-process-example-and-award-letter-template-from-river-montessori-h
post,4594717,Tuition Assistance Options in Minnesota,7,2022-02-03,"Budget, tuition, and finances",Financial aid and subsidies,QRIS and quality ratings,planning; startup; open,guide,False,,"Overview of Minnesota tuition assistance programs, eligibility, provider requirements, and funding pathways.",https://connected.wildflowerschools.org/posts/4594717-tuition-assistance-options-in-minnesota
post,4595786,Public Funding for Minnesota Schools,4,2022-02-02,"Budget, tuition, and finances",Financial aid and subsidies,QRIS and quality ratings; Outside grants and grant writing,planning; startup; open,guide,False,,Overview of Minnesota public funding sources and tuition assistance for schools and families.,https://connected.wildflowerschools.org/posts/4595786-public-funding-for-minnesota-schools
post,4438418,Sensible Default Finance Roles and Responsibilities for a Wildflower School Site,312,2022-02-25,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Bookkeeping, QuickBooks, and chart of accounts; Board policies (conflict of interest, nepotism, whistleblower, retention)",planning; startup; open,template,False,,Sensible default template defining finance roles and responsibilities for a school site.,https://connected.wildflowerschools.org/posts/4438418-sensible-default-finance-roles-and-responsibilities-for-a-wildflower-school-sit
post,4429118,Annotated Wildflower Fiscal Policies and Procedures Template,255,2022-03-09,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Board policies (conflict of interest, nepotism, whistleblower, retention)",planning; startup; open,template,False,,Annotated template for customizing fiscal policies and taking them to the board for approval.,https://connected.wildflowerschools.org/posts/4429118-annotated-wildflower-fiscal-policies-and-procedures-template
post,4438291,Fiscal Policies and Procedures Overview,252,2022-09-08,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Board policies (conflict of interest, nepotism, whistleblower, retention); Bookkeeping, QuickBooks, and chart of accounts",planning; startup; open,policy,False,,"Customizable fiscal policies template and overview for board fiduciary oversight, compliance, and fraud prevention.",https://connected.wildflowerschools.org/posts/4438291-fiscal-policies-and-procedures-overview
post,4802403,Interim (Short Version) Annotated Wildflower Fiscal Policies and Procedures Template,97,2022-09-08,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Board policies (conflict of interest, nepotism, whistleblower, retention); Bylaws, EIN, bank account, insurance",startup; open,template,False,,Interim fiscal policies template for establishing financial controls and obtaining board approval.,https://connected.wildflowerschools.org/posts/4802403-interim-short-version-annotated-wildflower-fiscal-policies-and-procedures-templ
post,5353920,TWF Purchasing Policies - Summary,87,2024-03-11,"Budget, tuition, and finances","Fiscal policies, audits, and the 990",Vendors and network discounts; Working for the Foundation and internal process,planning; startup; open,policy,False,,"Summary of purchasing requirements, competitive bidding, and documentation for school spending.",https://connected.wildflowerschools.org/posts/5353920-twf-purchasing-policies-summary
post,4438389,Annotations only from the Fiscal Policies Template,52,2022-08-04,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Bookkeeping, QuickBooks, and chart of accounts",planning; startup; open,template,False,,"Annotated links and guidance for developing fiscal policies, internal controls, audits, and accounting practices.",https://connected.wildflowerschools.org/posts/4438389-annotations-only-from-the-fiscal-policies-template
post,4438343,Fiscal Policy Example: ExEd,41,2021-09-01,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Board policies (conflict of interest, nepotism, whistleblower, retention)",planning; open,example,False,,Example fiscal policies and procedures handbook from a charter-school back-office provider.,https://connected.wildflowerschools.org/posts/4438343-fiscal-policy-example-exed
post,4438353,Fiscal Policy Example: Compass Point Nonprofit Services,40,2022-01-10,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Board policies (conflict of interest, nepotism, whistleblower, retention)",planning; open,example,False,,Example fiscal policies and an internal controls checklist for nonprofit school operations.,https://connected.wildflowerschools.org/posts/4438353-fiscal-policy-example-compass-point-nonprofit-services
post,5642190,Wildflower Charter Schools Recommended Finance Responsibilities,40,2025-06-19,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Bookkeeping, QuickBooks, and chart of accounts; Board policies (conflict of interest, nepotism, whistleblower, retention)",planning; startup; open,template,False,,Template grid for assigning finance roles and accountabilities in a charter school.,https://connected.wildflowerschools.org/posts/5642190-wildflower-charter-schools-recommended-finance-responsibilities
post,4438324,Fiscal Policy Example: DC Public Charter School Board,33,2021-09-01,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Board policies (conflict of interest, nepotism, whistleblower, retention); Charter-specific compliance",planning; open,example,False,,Example of financial oversight and internal controls for a DC charter school application.,https://connected.wildflowerschools.org/posts/4438324-fiscal-policy-example-dc-public-charter-school-board
post,4438334,Fiscal Policy Example: North Carolina Department of Public Instruction,33,2021-09-01,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Board policies (conflict of interest, nepotism, whistleblower, retention); Board health, reflection, and training",planning; open,example,False,,Example fiscal policies and board financial oversight practices from North Carolina charter schools.,https://connected.wildflowerschools.org/posts/4438334-fiscal-policy-example-north-carolina-department-of-public-instruction
post,4438306,Fiscal Policy Example: Massachusetts Wildflower Audit Management Letter,32,2021-09-01,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Board policies (conflict of interest, nepotism, whistleblower, retention)",planning; open,example,False,,Example Massachusetts audit management letter highlighting fiscal policies and procedures auditors expect.,https://connected.wildflowerschools.org/posts/4438306-fiscal-policy-example-massachusetts-wildflower-audit-management-letter
post,4438326,Fiscal Policy Example: Minnesota Council of Nonprofits,23,2021-09-01,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Board policies (conflict of interest, nepotism, whistleblower, retention)",planning; open,example,False,,Example of nonprofit fiscal management policies and procedures.,https://connected.wildflowerschools.org/posts/4438326-fiscal-policy-example-minnesota-council-of-nonprofits
post,4538879,DC Wildflower Public Charter School (DCWPCS) Financial Policies and Procedures,18,2022-02-22,"Budget, tuition, and finances","Fiscal policies, audits, and the 990","Charter-specific compliance; Board policies (conflict of interest, nepotism, whistleblower, retention)",open,policy,False,,"Approved financial policies manual for a Washington, DC charter school.",https://connected.wildflowerschools.org/posts/4538879-dc-wildflower-public-charter-school-dcwpcs-financial-policies-and-procedures
post,4541915,School-site Operating Reserve Fund Policy Template,10,2022-02-22,"Budget, tuition, and finances","Fiscal policies, audits, and the 990",Building and using your budget,planning; startup; open,template,False,,Template for creating a school operating reserve fund policy.,https://connected.wildflowerschools.org/posts/4541915-school-site-operating-reserve-fund-policy-template
post,4541907,What is an Operating Reserve? (plus policy examples),5,2022-02-22,"Budget, tuition, and finances","Fiscal policies, audits, and the 990",Building and using your budget,planning; startup; open,guide,False,,Explains operating reserve targets and provides related fiscal policy examples.,https://connected.wildflowerschools.org/posts/4541907-what-is-an-operating-reserve-plus-policy-examples
post,4396562,Flexible Tuition Model Overview,2048,2024-03-13,"Budget, tuition, and finances",Setting tuition and flexible tuition,Financial aid and subsidies; The principles and purpose,discovery; visioning; planning; startup; open,guide,False,,Introduction to designing flexible or sliding-scale tuition models and aligning them with school access goals.,https://connected.wildflowerschools.org/posts/4396562-flexible-tuition-model-overview
post,4639886,Flexible Tuition: Setting Tuition Levels + Tiered Income-Based Tuition Calculator,545,2024-03-14,"Budget, tuition, and finances",Setting tuition and flexible tuition,Building and using your budget,planning; startup; open,template,False,,"Calculator and guidance for setting tiered, income-based tuition levels.",https://connected.wildflowerschools.org/posts/4639886-flexible-tuition-setting-tuition-levels-tiered-income-based-tuition-calculator
post,5394462,Flexible Tuition: Determining Individual Families' Tuition Levels,291,2024-04-30,"Budget, tuition, and finances",Setting tuition and flexible tuition,Financial aid and subsidies,planning; startup; open,guide,False,,"Guide to setting individual flexible tuition levels using income, individualized assessment, or financial aid software.",https://connected.wildflowerschools.org/posts/5394462-flexible-tuition-determining-individual-families-tuition-levels
post,5336381,Flexible Tuition Presentation - Gathering 2023,85,2024-02-21,"Budget, tuition, and finances",Setting tuition and flexible tuition,"Past gatherings, session notes, and dated reports",planning; startup; open,training,True,Presentation from the 2023 Gathering documenting past school examples and flexible-tuition models.,Presentation sharing Wildflower schools’ flexible-tuition models and stories.,https://connected.wildflowerschools.org/posts/5336381-flexible-tuition-presentation-gathering-2023
post,4590503,"Podcast: Reinventing Your Tuition Model (December 11, 2018)",83,2022-02-22,"Budget, tuition, and finances",Setting tuition and flexible tuition,Financial aid and subsidies,visioning; planning; startup; open,link,False,,"Podcast explaining a flexible, family-specific tuition model and how to implement it with the board and community.",https://connected.wildflowerschools.org/posts/4590503-podcast-reinventing-your-tuition-model-december-11-2018
post,5351725,NBOA article about Wildflower Flexible Tuition,56,2024-03-08,"Budget, tuition, and finances",Setting tuition and flexible tuition,Wildflower in the news,planning; startup; open,news,False,,NBOA article featuring Wildflower’s flexible tuition model.,https://connected.wildflowerschools.org/posts/5351725-nboa-article-about-wildflower-flexible-tuition
post,5078914,Observant Education: Gates Foundation Data Labeling Project,103,2023-06-06,Foundation staff and regional work,Network data and reports,,open,data,True,This is a dated 2023 report or project update.,Overview of a 2023 Foundation data-labeling project for the Gates Foundation.,https://connected.wildflowerschools.org/posts/5078914-observant-education-gates-foundation-data-labeling-project
post,4614262,2021-2022 Student Demographic and NPS Report,91,2022-07-14,Foundation staff and regional work,Network data and reports,,open,data,True,This is a dated 2021–2022 annual demographic and NPS report that has been superseded by newer reporting.,"Annual network report summarizing family demographics, income, and school experience by nation and hub.",https://connected.wildflowerschools.org/posts/4614262-2021-2022-student-demographic-and-nps-report
post,5355627,2023 Wildflower Network Demographic Snapshot and Family Survey Results,78,2024-06-27,Foundation staff and regional work,Network data and reports,,open,data,True,"This is a 2023 network demographic snapshot and family survey report, superseded by more current data.",Network-wide demographic and family survey data for understanding Wildflower families.,https://connected.wildflowerschools.org/posts/5355627-2023-wildflower-network-demographic-snapshot-and-family-survey-results
post,5144258,2022-2023 Teacher Leader Retention ,66,2023-11-30,Foundation staff and regional work,Network data and reports,"Adult learning, assistants training, and exits",open,data,True,Annual teacher-leader retention data for the 2022–23 school year has been superseded by newer reporting.,Annual report of Teacher Leader retention rates across Wildflower schools.,https://connected.wildflowerschools.org/posts/5144258-2022-2023-teacher-leader-retention
post,5041060,Wildflower 2022 Family Demographics Snapshot ,61,2023-04-20,Foundation staff and regional work,Network data and reports,,open,data,True,A dated 2022 demographic snapshot that has been superseded by newer network data.,Annual snapshot of Wildflower schools’ family demographics.,https://connected.wildflowerschools.org/posts/5041060-wildflower-2022-family-demographics-snapshot
post,4566992,2020-2021 Teacher Leader Demographic and Montessori Experience Data,59,2022-02-22,Foundation staff and regional work,Network data and reports,,open,data,True,Annual demographic and Montessori experience report for the 2020–2021 school year is a past-year snapshot.,Annual report on teacher leader demographics and Montessori experience.,https://connected.wildflowerschools.org/posts/4566992-2020-2021-teacher-leader-demographic-and-montessori-experience-data
post,5325945,Emerging School Pipeline Report,58,2025-09-02,Foundation staff and regional work,Network data and reports,How the School Startup Journey works,discovery; visioning; planning; startup; open,data,False,,Quarterly report on the Wildflower educator and school pipeline.,https://connected.wildflowerschools.org/posts/5325945-emerging-school-pipeline-report
post,4823488,2022-2023 Teacher Leader Demographics,57,2022-10-04,Foundation staff and regional work,Network data and reports,,open,data,True,A dated 2022–2023 demographic snapshot that has been superseded by newer network data.,Demographic data on Teacher Leaders across 51 open schools.,https://connected.wildflowerschools.org/posts/4823488-2022-2023-teacher-leader-demographics
post,5089657,Family Survey: Year over year comparison,46,2023-06-19,Foundation staff and regional work,Network data and reports,"Past gatherings, session notes, and dated reports",open,data,True,A year-over-year summary of completed past family surveys is a dated historical data snapshot.,Year-over-year summary data from Wildflower family surveys.,https://connected.wildflowerschools.org/posts/5089657-family-survey-year-over-year-comparison
post,4566788,Teacher Leader Retention Report,45,2022-09-30,Foundation staff and regional work,Network data and reports,"Adult learning, assistants training, and exits",open,data,True,A dated FY2022 retention metric and report snapshot.,Annual data report measuring teacher leader retention across the network.,https://connected.wildflowerschools.org/posts/4566788-teacher-leader-retention-report
post,4626919,2020 Teacher Leader Survey & Summary ,32,2022-03-02,Foundation staff and regional work,Network data and reports,,open,data,True,A 2020 survey summary is a dated historical report and may not reflect current network data.,Summary of survey data about Wildflower teacher leaders.,https://connected.wildflowerschools.org/posts/4626919-2020-teacher-leader-survey-summary
post,4761491,2021 Student Retention Summary,29,2022-07-25,Foundation staff and regional work,Network data and reports,,open,data,True,Annual student retention data from 2021 is a dated snapshot and may be superseded by newer reports.,Annual report summarizing student retention metrics.,https://connected.wildflowerschools.org/posts/4761491-2021-student-retention-summary
post,4566986,2020-2021 Student Demographics & NPS Report,26,2022-01-03,Foundation staff and regional work,Network data and reports,,open,data,True,Annual student demographics and NPS report for the 2020–2021 school year is a dated historical snapshot.,Annual report of student demographics and family NPS data.,https://connected.wildflowerschools.org/posts/4566986-2020-2021-student-demographics-nps-report
post,4567042,2019 Time Tracking Study,22,2022-08-04,Foundation staff and regional work,Network data and reports,,open,data,True,A dated 2019 time-tracking study and historical snapshot.,Historical study of how school teams spend their time.,https://connected.wildflowerschools.org/posts/4567042-2019-time-tracking-study
post,4567029,Income Levels for Family Survey,21,2022-01-03,Foundation staff and regional work,Network data and reports,Financial aid and subsidies,discovery; visioning; planning; startup; open,data,False,,Reference data for understanding family income levels using FRL and HUD measures.,https://connected.wildflowerschools.org/posts/4567029-income-levels-for-family-survey
post,4818212,2021-2022 Teacher Leader Demographics,19,2022-09-27,Foundation staff and regional work,Network data and reports,,open,data,True,Annual demographics report for the 2021–2022 school year is a dated historical snapshot.,Annual public summary of Wildflower teacher leader demographics.,https://connected.wildflowerschools.org/posts/4818212-2021-2022-teacher-leader-demographics
post,5546077,2024 Wildflower Network Demographic Report,17,2025-09-02,Foundation staff and regional work,Network data and reports,,open,data,True,Annual demographic snapshot for the 2024–25 school year.,Annual report summarizing demographic data from the Wildflower network.,https://connected.wildflowerschools.org/posts/5546077-2024-wildflower-network-demographic-report
post,4823511,Wildflower Metrics Index,16,2022-10-04,Foundation staff and regional work,Network data and reports,Network membership and what the Foundation does,open,data,False,,Index of Wildflower metrics for regional site entrepreneurs.,https://connected.wildflowerschools.org/posts/4823511-wildflower-metrics-index
